,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college
4575,forceda01,,,1849,7,27,USA,NY,New York,1918,6,21,USA,NJ,Englewood,Davy,Force,,David W.,Wee DavyTom Thumb,130,64,R,R,5/5/1871,8/20/1886,
4576,fordbe01,,,1975,8,15,USA,IA,Cedar Rapids,,,,,,,Ben,Ford,,,,200,79,R,R,8/20/1998,9/26/2004,Arizona State
4577,fordcu01,,,1960,10,11,USA,MS,Jackson,,,,,,,Curt,Ford,,Curtis Glenn,,150,70,L,R,6/22/1985,5/27/1990,Jackson State
4578,fordda01,,,1952,5,19,USA,CA,Los Angeles,,,,,,,Dan,Ford,,Darnell Glenn,Disco Dan,185,73,R,R,4/12/1975,5/31/1985,Mesa CC
4579,fordda02,,,1956,12,29,USA,OH,Cleveland,,,,,,,Dave,Ford,,David Alan,,190,76,R,R,9/2/1978,9/9/1981,
4580,forded01,,,1862,4,10,USA,VA,Richmond,1931,6,8,USA,VA,Richmond,Ed,Ford,previously thought to be Edward L.,Edgar Lee,,160,69,,,10/9/1884,10/10/1884,
4581,fordge01,,,1881,4,16,CAN,NS,Milton,1973,8,23,USA,FL,Dunedin,Gene,Ford,,Eugene Wyman,,170,72,R,R,5/5/1905,7/1/1905,
4582,fordge02,,,1912,6,23,USA,IA,Fort Dodge,1970,9,7,USA,IA,Emmetsburg,Gene,Ford,,Eugene Matthew,,195,74,R,R,6/17/1936,8/27/1938,
4583,fordho01,,,1897,7,23,USA,CT,New Haven,1977,1,29,USA,MA,Winchester,Hod,Ford,,Horace Hills,,165,70,R,R,9/8/1919,5/8/1933,
4584,fordru01,,,1883,4,25,CAN,MB,Brandon,1960,1,24,USA,NC,Rockingham,Russ,Ford,,Russell William,,175,71,R,R,4/28/1909,8/16/1915,
4585,fordte01,,,1947,2,7,USA,NJ,Vineland,,,,,,,Ted,Ford,,Theodore Henry,,180,70,R,R,4/7/1970,9/29/1973,
4586,fordto01,,,1866,10,,USA,TN,Chattanooga,1917,5,27,USA,TN,Chattanooga,Tom,Ford,,Thomas Walter,,155,70,,,5/6/1890,8/25/1890,
4587,fordwe01,,,1946,11,25,Bahamas,,Nassau,1980,7,8,Bahamas,,Nassau,Wenty,Ford,,Percival Edmund Wentworth,,165,71,R,R,9/10/1973,9/15/1973,
4588,fordwh01,,fordwh01h,1928,10,21,USA,NY,New York,,,,,,,Whitey,Ford,,Edward Charles,The Chairman of the BoardSlick,178,70,L,L,7/1/1950,5/21/1967,
4589,fordhto01,,,1974,2,20,USA,CA,San Diego,,,,,,,Tom,Fordham,,Thomas James,,210,74,L,L,8/19/1997,8/30/1998,Grossmont JC
4590,fordybr01,,,1970,5,7,USA,CT,New London,,,,,,,Brook,Fordyce,,Brook Alexander,,185,73,R,R,4/26/1995,10/2/2004,
4591,forembr01,,,1875,8,6,USA,MD,Baltimore,1926,10,10,USA,MD,Baltimore,Brownie,Foreman,,John Davis,,150,68,L,L,7/18/1895,9/22/1896,
4592,foremfr01,,,1863,5,1,USA,MD,Baltimore,1957,11,19,USA,MD,Baltimore,Frank,Foreman,,Francis Isaiah,Monkey,160,72,L,L,5/15/1884,5/10/1902,
4593,foremha01,,,1897,7,20,USA,TN,Memphis,1953,2,13,USA,NY,New York,Happy,Foreman,,August G.,,160,67,L,L,9/3/1924,6/25/1926,
4594,formabi01,,,1886,10,10,USA,PA,Venango,1958,10,2,USA,PA,Uniontown,Bill,Forman,,William Orange,,180,71,B,R,9/20/1909,7/9/1910,
4595,fornimi01,,,1932,1,18,Cuba,,Havana,1998,2,11,USA,FL,St.Petersburg,Mike,Fornieles,,Jose Miguel (Torres),,155,71,R,R,9/2/1952,7/14/1963,
4596,forscbo01,,forscbo01h,1950,1,13,USA,CA,Sacramento,,,,,,,Bob,Forsch,,Robert Herbert,,200,76,R,R,7/7/1974,9/25/1989,Sacramento CC
4597,forscke01,,forscke01h,1946,9,8,USA,CA,Sacramento,,,,,,,Ken,Forsch,,Kenneth Roth,,195,76,R,R,9/7/1970,5/23/1986,Oregon State
4598,forstsc01,,,1971,10,27,USA,PA,Philadelphia,,,,,,,Scott,Forster,,,,194,73,R,L,,,Santa Clara
4599,forstte01,,,1952,1,14,USA,SD,Sioux Falls,,,,,,,Terry,Forster,,Terry Jay,,200,75,L,L,4/11/1971,10/2/1986,
4600,forstto01,,,1859,5,1,USA,NY,New York,1946,7,17,USA,NY,New York,Tom,Forster,,Thomas W.,,153,69,R,,8/4/1882,8/23/1886,
4601,forsyed01,,,1887,4,30,USA,NY,Kingston,1956,6,22,USA,NJ,Hoboken,Ed,Forsythe,,Edward James,,155,70,R,R,10/2/1915,10/2/1915,
4602,fortuti01,,,1962,4,11,USA,MA,Clinton,,,,,,,Tim,Fortugno,,Timothy Shawn,,195,73,L,L,7/20/1992,7/26/1995,Golden West CC
4603,fortuga01,,,1894,10,11,USA,NC,High Point,1955,9,23,USA,DC,Washington,Gary,Fortune,,Garrett Reese,,176,71,B,R,10/5/1916,8/2/1920,
4604,fosnoje01,,,1940,9,21,USA,OH,Deshler,,,,,,,Jerry,Fosnow,,Gerald Eugene,,195,76,R,L,6/29/1964,7/16/1965,
4605,fossge01,,,1897,6,13,USA,GA,Register,1969,11,10,USA,FL,Brandon,George,Foss,,George Dueward,Deeby,170,70,R,R,4/16/1921,8/26/1921,
4606,fossla01,,,1936,4,18,USA,KS,Castleton,,,,,,,Larry,Foss,,Larry Curtis,,187,74,R,R,9/18/1961,9/28/1962,
4607,fossato01,,,1957,9,23,Cuba,,Havana,,,,,,,Tony,Fossas,,Emilio Antonio (Morejon),The Mechanic,195,72,L,L,5/15/1988,5/14/1999,South Florida
4608,fossera01,,,1947,4,4,USA,IL,Marion,,,,,,,Ray,Fosse,,Raymond Earl,Marion Mule,215,74,R,R,9/8/1967,9/30/1979,
4609,fossuca01,,,1978,1,6,USA,NJ,Cherry Hill,,,,,,,Casey,Fossum,,Casey Paul,the Blade,160,73,L,L,7/28/2001,,Texas A&M
4610,fosteal01,,,1946,12,8,USA,CA,Pasadena,,,,,,,Alan,Foster,,Alan Benton,,180,72,R,R,4/25/1967,8/13/1976,
4611,,,fostebi99h,1904,6,12,USA,TX,Calvert,1978,9,16,USA,MS,Lorman,Bill,Foster,,William Hendrick,Willie,195,73,B,L,,,
4612,fosteed01,,,1880,,,,,,1929,3,1,USA,AL,Montgomery,Ed,Foster,,Edward Lee,Slim,,73,R,R,7/31/1908,10/5/1908,
4613,fosteed02,,fosteed02h,1887,2,13,USA,IL,Chicago,1937,1,15,USA,DC,Washington,Eddie,Foster,,Edward Cunningham,Kid,145,66,R,R,4/14/1910,8/5/1923,
4614,fosteel01,,,1861,8,15,USA,MN,Minneapolis,1946,7,22,USA,MN,Deephaven,Elmer,Foster,,Elmer Ellsworth,,178,70,R,L,4/17/1886,4/25/1891,
4615,fostege01,,fostege01h,1948,12,1,USA,AL,Tuscaloosa,,,,,,,George,Foster,,George Arthur,,180,73,R,R,9/10/1969,9/6/1986,El Camino JC
4616,fosteke01,,,1969,1,13,USA,IL,Evanston,,,,,,,Kevin,Foster,,Kevin Christopher,,160,73,R,R,9/12/1993,8/21/2001,
4617,fostekr01,,,1974,8,30,USA,IL,Evanston,,,,,,,Kris,Foster,,,,200,73,R,R,8/3/2001,10/5/2001,
4618,fostela01,,,1937,12,24,USA,MI,Lansing,,,,,,,Larry,Foster,,Larry Lynn,,185,72,L,R,9/18/1963,9/18/1963,
4619,fostele01,,,1951,2,2,USA,KY,Covington,,,,,,,Leo,Foster,,Leonard Norris,,165,71,R,R,7/9/1971,10/2/1977,
4620,fostepo01,,,1878,4,8,USA,CT,New Haven,1944,4,16,USA,NJ,Princeton,Pop,Foster,,Clarence Francis,,,68,R,R,9/13/1898,9/27/1901,
4621,fostere01,,,1864,8,,USA,VA,Richmond,1908,12,19,USA,VA,Richmond,Reddy,Foster,,Oscar E.,,175,67,,,6/3/1896,6/3/1896,
4622,fostero01,,,1945,7,29,USA,OK,Bixby,,,,,,,Roy,Foster,,Roy,,185,72,R,R,4/7/1970,10/1/1972,
4623,fosteru01,,,1888,1,5,USA,OK,Lehigh,1976,3,1,USA,OK,Bokoshe,Rube,Foster,,George,,170,67,R,R,4/10/1913,9/29/1917,
4624,,,fosteru99h,1879,9,17,USA,TX,Calvert,1930,12,9,USA,IL,Kankakee,Rube,Foster,,Andrew,,200,72,R,R,,,
4625,fostest01,,,1966,8,16,USA,TX,Dallas,,,,,,,Steve,Foster,,Stephen Eugene (Jr.),,180,72,R,R,8/22/1991,6/26/1993,Texas-Arlington
4626,fothebo01,,,1897,8,16,USA,OH,Massillon,1938,3,20,USA,MI,Detroit,Bob,Fothergill,,Robert Roy,Fats,230,70,R,R,4/18/1922,7/5/1933,
4627,foucast01,,,1949,10,3,USA,MN,Duluth,,,,,,,Steve,Foucault,,Steven Raymond,,205,72,L,R,4/7/1973,8/29/1978,
4628,foulkke01,,,1972,10,19,USA,SD,Ellsworth AFB,,,,,,,Keith,Foulke,,Keith Charles,,195,72,R,R,5/21/1997,9/18/2008,Galveston JC
4629,fournhe01,,,1865,8,8,USA,NY,Syracuse,1945,12,8,USA,MI,Detroit,Henry,Fournier,,Julius Henry,Frenchy,160,69,,L,8/22/1894,9/12/1894,
4630,fournja01,,,1889,9,28,USA,MI,AuSable,1973,9,5,USA,WA,Tacoma,Jack,Fournier,,John Frank,,195,72,L,R,4/13/1912,10/2/1927,
4631,fousebi01,,,1855,10,,USA,PA,Philadelphia,1919,3,1,USA,PA,Philadelphia,Bill,Fouser,,William C.,,,,,,4/22/1876,,
4632,foutzda01,foutzda01m,,1856,9,7,USA,MD,Carroll County,1897,3,5,USA,MD,Waverly,Dave,Foutz,,David Luther,Scissors,161,74,R,R,7/29/1884,5/14/1896,
4633,foutzfr01,,,1877,4,8,USA,MD,Baltimore,1961,12,25,USA,OH,Lima,Frank,Foutz,,Frank Hayes,,165,71,R,R,4/26/1901,5/27/1901,
4634,fowlear01,,,1922,7,3,USA,SC,Converse,2007,1,29,USA,SC,Spartanburg,Art,Fowler,,John Arthur,,180,71,R,R,4/17/1954,5/4/1964,
4635,fowlebo01,,,1900,11,11,USA,TX,Waco,1988,10,8,USA,TX,Dallas,Boob,Fowler,,Joseph Chester,Gink,180,71,L,R,5/6/1923,5/5/1926,
4636,fowledi01,,,1921,3,30,CAN,ON,Toronto,1972,5,22,USA,NY,Oneonta,Dick,Fowler,,Richard John,,215,76,R,R,9/13/1941,9/1/1952,
4637,fowleje01,,,1898,10,30,USA,SC,Spartanburg,1973,9,23,USA,SC,Columbia,Jesse,Fowler,,Jesse Peter,Pete,158,70,R,L,7/29/1924,9/27/1924,
4638,fowlkal01,,,1958,8,8,USA,CA,Brawley,,,,,,,Alan,Fowlkes,,Alan Kim,,190,74,R,R,4/7/1982,8/26/1985,Cal Poly Pomona
4639,foxan01,,,1971,1,12,USA,CA,Sacramento,,,,,,,Andy,Fox,,Andrew Junipero,,205,76,L,R,4/7/1996,10/3/2004,
4640,foxbi01,,,1872,1,15,USA,MA,Sturbridge,1946,5,7,USA,MN,Minneapolis,Bill,Fox,,William Henry,,160,70,B,R,8/20/1897,9/12/1901,
4641,foxch02,,,1970,9,3,USA,CA,Coronado,,,,,,,Chad,Fox,,Chad Douglas,,180,74,R,R,7/13/1997,,Tarleton (TX) State
4642,foxch01,foxch01m,,1921,10,7,USA,NY,New York,2004,2,16,USA,CA,Stanford,Charlie,Fox,,Charles Francis,Irish,180,71,R,R,9/24/1942,9/26/1942,
4643,foxer01,,,1963,8,15,USA,CA,Lemoore,,,,,,,Eric,Fox,,Eric Hollis,,180,70,B,L,7/7/1992,7/5/1995,Fresno State
4644,foxhe01,,,1873,11,18,USA,PA,Scranton,1927,6,6,USA,PA,Scranton,Henry,Fox,born Henry Fuchs,Henry,,,,,,9/4/1902,9/4/1902,
4645,foxho01,,,1921,3,1,USA,OR,Coburg,1955,10,9,USA,TX,San Antonio,Howie,Fox,,Howard Francis,,210,75,R,R,9/28/1944,9/25/1954,
4646,foxja01,,,1885,5,21,USA,PA,Reading,1963,6,28,USA,PA,Reading,Jack,Fox,,John Paul,,185,70,R,R,6/2/1908,6/20/1908,
4647,foxjo01,,,1859,2,7,USA,MA,Roxbury,1893,4,18,USA,MA,Boston,John,Fox,,John Joseph,,,,,,6/2/1881,8/9/1886,
4648,foxne01,,foxne01h,1927,12,25,USA,PA,St. Thomas,1975,12,1,USA,MD,Baltimore,Nellie,Fox,,Jacob Nelson,,160,70,L,R,6/8/1947,7/25/1965,
4649,foxpa01,,,1868,12,1,USA,PA,Pottstown,1914,5,8,USA,PA,Philadelphia,Paddy,Fox,,George B.,,185,69,,,7/13/1891,9/7/1899,
4650,foxpe01,,,1909,3,8,USA,IN,Evansville,1966,7,5,USA,MI,Detroit,Pete,Fox,,Ervin,,165,71,R,R,4/12/1933,9/23/1945,
4651,foxte01,,,1935,7,31,USA,IL,Chicago,,,,,,,Terry,Fox,,Terrence Edward,,175,72,R,R,9/4/1960,9/25/1966,
4652,foxenbi01,,,1879,5,31,USA,NJ,Tenafly,1937,4,17,USA,NY,Brooklyn,Bill,Foxen,,William Aloysius,,165,71,L,L,5/5/1908,5/5/1911,
4653,foxxji01,,foxxji01h,1907,10,22,USA,MD,Sudlersville,1967,7,21,USA,FL,Miami,Jimmie,Foxx,,James Emory,BeastDouble X,195,72,R,R,5/1/1925,9/23/1945,
4654,foyjo01,,,1943,2,21,USA,NY,New York,1989,10,12,USA,NY,Bronx,Joe,Foy,,Joseph Anthony,,215,72,R,R,4/13/1966,5/27/1971,
4655,foytapa01,,,1930,11,16,USA,PA,Scranton,,,,,,,Paul,Foytack,,Paul Eugene,,175,71,R,R,4/21/1953,5/7/1964,
4656,frailke01,,,1948,1,19,USA,WI,Marion,,,,,,,Ken,Frailing,,Kenneth Douglas,,190,72,L,L,9/1/1972,6/6/1976,
4657,francos01,,,1858,10,4,USA,OH,Greensburg,1947,5,2,USA,OH,Akron,Ossie,France,,Osman Beverly,O. B.,155,68,L,L,7/14/1890,7/14/1890,
4658,francea01,,,1935,7,14,USA,WV,Slab Fork,2002,7,3,USA,PA,Pittsburgh,Earl,Francis,,Earl Coleman,,210,74,R,R,6/30/1960,9/27/1965,
4659,francra01,,,1893,3,8,USA,TX,Sherman,1934,7,6,USA,GA,Atlanta,Ray,Francis,,Ray James,,182,73,L,L,4/18/1922,6/10/1925,
4660,francjo01,,francjo01h,1960,9,17,USA,NY,Brooklyn,,,,,,,John,Franco,,John Anthony,,170,70,L,L,4/24/1984,7/1/2005,St. John's
4661,francju01,,,1958,8,23,D.R.,,Hato Mayor,,,,,,,Julio,Franco,born Julio Cesar Robles (Franco),Julio Cesar,,160,72,R,R,4/23/1982,9/17/2007,
4662,francma01,,,1969,8,19,USA,CA,Santa Monica,,,,,,,Matt,Franco,,Matthew Neil,,200,74,L,R,9/6/1995,9/27/2003,
4663,francte01,francte01m,,1959,4,22,USA,SD,Aberdeen,,,,,,,Terry,Francona,,Terry Jon,Tito,190,73,L,L,8/19/1981,4/19/1990,Arizona
4664,francti01,,,1933,11,4,USA,PA,Aliquippa,,,,,,,Tito,Francona,,John Patsy,,190,71,L,L,4/17/1956,9/29/1970,
4665,frankch01,,,1870,5,30,USA,AL,Mobile,1922,5,24,USA,TN,Memphis,Charlie,Frank,,Charles,,170,70,,,8/18/1893,7/25/1894,
4666,frankfr01,,,1873,3,11,USA,KY,Louisa,1950,3,27,USA,KY,Ashland,Fred,Frank,,John Frederick,,162,69,,,9/27/1898,10/15/1898,
4667,frankmi02,,,1974,1,14,USA,CA,Pomona,,,,,,,Mike,Frank,,,,185,74,L,L,6/19/1998,7/26/1998,
4668,frankfr02,,,1904,4,9,USA,PA,Port Royal,1989,8,17,USA,PA,Mifflintown,Fred,Frankhouse,,Frederick Meloy,,175,71,R,R,9/7/1927,9/25/1939,
4669,frank01,,,,,,,,,,,,,,,,Franklin,,,,,,,,9/27/1884,9/27/1884,
4670,frankja01,,,1919,10,20,USA,IL,Paris,1991,11,15,USA,FL,Panama City,Jack,Franklin,,James Wilford,,170,71,R,R,6/12/1944,6/12/1944,
4671,frankja02,,,1953,3,16,USA,VA,Arlington,,,,,,,Jay,Franklin,,John William,,180,74,R,R,9/4/1971,9/21/1971,
4672,frankmi01,,,1972,4,25,USA,CA,San Francisco,,,,,,,Micah,Franklin,,Micah Ishanti,,205,72,B,R,5/13/1997,6/28/1997,
4673,frankmo01,,,1914,4,1,USA,IL,Chicago,1978,3,16,USA,CA,Harbor City,Moe,Franklin,,Murray Asher,,175,72,R,R,8/12/1941,9/6/1942,
4674,frankry01,,,1973,3,5,USA,AR,Fort Smith,,,,,,,Ryan,Franklin,,,,190,75,R,R,5/15/1999,,
4675,frankwa01,,,1974,3,9,USA,DE,Wilmington,,,,,,,Wayne,Franklin,Also known as Gary Franklin,Gary Wayne,,195,74,L,L,,9/30/2006,
4676,frankhe01,frankhe01m,,1914,1,4,USA,UT,Price,,,,,,,Herman,Franks,,Herman Louis,,187,70,L,R,4/27/1939,8/28/1949,
4677,frascjo01,,,1970,2,4,USA,NY,Ozone Park,,,,,,,John,Frascatore,,John Vincent,,200,73,R,R,7/21/1994,5/9/2001,C.W. Post
4678,frasech01,,frasech01h,1873,8,26,USA,IL,Chicago,1940,5,8,USA,ID,Wendell,Chick,Fraser,,Charles Carrolton,,188,70,R,R,4/19/1896,5/3/1909,
4679,frasewi01,,,1964,5,26,USA,NY,New York,,,,,,,Willie,Fraser,,William Patrick,,200,73,R,R,9/10/1986,9/29/1995,Concordia
4680,frasivi01,,,1904,8,5,USA,LA,Ruston,1977,1,10,USA,TX,Jacksonville,Vic,Frazier,,Victor Patrick,,182,72,R,R,4/18/1931,6/20/1939,
4681,,frazege99m,,1861,1,7,USA,NY,Syracuse,1913,2,5,USA,NY,New York,George,Frazer,,George Kasson,,,,,,,,
4682,frazige01,,,1954,10,13,USA,OK,Oklahoma City,,,,,,,George,Frazier,,George Allen,,205,77,R,R,5/25/1978,10/4/1987,Oklahoma
4683,frazijo01,frazijo01m,,1922,10,6,USA,NC,Liberty,,,,,,,Joe,Frazier,,Joseph Filmore,,180,72,L,R,8/31/1947,9/30/1956,
4684,frazilo01,,,1965,1,26,USA,MO,St. Louis,,,,,,,Lou,Frazier,,Arthur Louis,,175,74,B,R,4/8/1993,4/19/1998,
4685,fredejo01,,,1902,1,26,USA,CO,Denver,1977,6,18,USA,OR,Tigard,Johnny,Frederick,,John Henry,,165,71,L,L,4/18/1929,9/25/1934,
4686,fredrsc01,,,1967,8,19,USA,NH,Manchester,,,,,,,Scott,Fredrickson,,Scott Eric,,220,75,R,R,4/30/1993,7/23/1993,
4687,freeded01,,,1919,8,22,USA,PA,Centre Valley,2002,11,15,USA,SC,Rock Hill,Ed,Freed,,Edwin Charles,,165,66,R,R,9/11/1942,9/27/1942,
4688,freedro01,,,1946,6,2,USA,CA,Los Angeles,1996,1,9,USA,CA,Chino,Roger,Freed,,Roger Vernon,,190,72,R,R,9/18/1970,9/28/1979,
4689,freehbi01,,freehbi01h,1941,11,29,USA,MI,Detroit,,,,,,,Bill,Freehan,,William Ashley,,203,75,R,R,9/26/1961,10/3/1976,
4690,freelry01,,,1976,3,8,USA,FL,Jacksonville,,,,,,,Ryan,Freel,,,,185,70,R,R,4/4/2001,,Tallehassee Community College
4691,freembu01,,,1871,10,30,USA,PA,Catasauqua,1949,6,25,USA,PA,Wilkes-Barre,Buck,Freeman,,John Frank,,169,69,L,L,6/27/1891,4/20/1907,
4692,freembu02,,,1893,7,5,USA,TX,Mart,1953,2,21,USA,TX,Fort Sam Houston,Buck,Freeman,,Alexander Vernon,,167,70,B,R,4/13/1921,6/10/1922,
4693,freemha01,,,1897,12,22,USA,MI,Mottville,1970,1,10,USA,MI,Kalamazoo,Harvey,Freeman,,Harvey Bayard,Buck,160,70,R,R,7/10/1921,9/28/1921,
4694,freemhe01,,,1928,7,1,USA,AL,Gadsden,2004,1,17,USA,FL,Orlando,Hersh,Freeman,,Hershell Baskin,Buster,220,75,R,R,9/10/1952,6/7/1958,
4695,freemje01,,,1879,12,26,USA,CA,Placerville,1952,9,30,USA,CA,Los Angeles,Jerry,Freeman,,Frank Ellsworth,Buck,220,74,L,R,4/14/1908,5/21/1909,
4696,freemji01,,,1951,6,29,USA,NM,Carlsbad,,,,,,,Jimmy,Freeman,,Jimmy Lee,,180,76,L,L,9/1/1972,7/31/1973,
4697,freemjo01,,,1901,1,24,USA,MA,Boston,1958,4,14,USA,DC,Washington,John,Freeman,,John Edward,,160,68,R,R,6/17/1927,7/4/1927,
4698,freemju01,,,1868,11,7,USA,MO,,1921,6,10,USA,MO,St.Louis,Julie,Freeman,,Julius Benjamin,,,,R,,10/10/1888,10/10/1888,
4699,freemla01,,,1963,2,18,USA,CA,Oakland,,,,,,,La Vel,Freeman,,La Vel Maurice,,170,69,L,L,4/7/1989,4/8/1989,Sacramento CC
4700,freemma01,,,1930,12,7,USA,TN,Memphis,2006,2,21,USA,CA,Rancho Mirage,Mark,Freeman,,Mark Price,,220,76,R,R,4/18/1959,9/19/1960,
4701,freemma02,,,1963,4,10,USA,IL,Chicago,,,,,,,Marvin,Freeman,,Marvin,Starvin' Marvin,200,79,R,R,9/16/1986,9/14/1996,Jackson State
4702,freesge02,,,1934,1,8,USA,WV,Wheeling,,,,,,,Gene,Freese,,Eugene Lewis,Augie,175,71,R,R,4/13/1955,9/3/1966,
4703,freesge01,,,1926,9,12,USA,WV,Wheeling,,,,,,,George,Freese,,George Walter,Bud,190,72,R,R,4/29/1953,5/31/1961,
4704,freezja01,,,1900,4,25,USA,AR,Huntington,1983,4,9,USA,TX,San Angelo,Jake,Freeze,,Carl Alexander,,150,68,R,R,7/1/1925,7/2/1925,
4705,fregoji01,fregoji01m,fregoji01h,1942,4,4,USA,CA,San Francisco,,,,,,,Jim,Fregosi,,James Louis,,190,73,R,R,9/14/1961,5/31/1978,
4706,freibve01,,,1923,12,19,USA,MI,Detroit,1990,2,27,USA,CA,Palm Springs,Vern,Freiburger,,Vern Donald,,170,73,R,L,9/6/1941,9/15/1941,
4707,freigho01,,,1902,8,1,USA,OH,Dayton,1932,7,18,USA,TN,Chattanooga,Howard,Freigau,,Howard Earl,Ty,160,70,R,R,9/13/1922,9/29/1928,
4708,freisda01,,,1951,10,31,USA,PA,Coraopolis,,,,,,,Dave,Freisleben,,David James,,195,71,R,R,4/26/1974,9/30/1979,
4709,freitto01,,,1908,5,5,USA,CA,Mill Valley,1994,3,13,USA,CA,Orangevale,Tony,Freitas,,Antonio,,161,68,R,L,5/31/1932,5/31/1936,
4710,frencbi01,,,,,,,,,,,,,,,Bill,French,,William,,,,,,4/14/1873,6/30/1873,
4711,frencch01,,,1883,10,12,USA,IN,Indianapolis,1962,3,30,USA,IN,Indianapolis,Charlie,French,,Charles Calvin,,140,66,L,R,5/23/1909,9/13/1910,
4712,frencji01,,,1941,8,13,USA,OH,Warren,,,,,,,Jim,French,,Richard James,,180,68,L,R,9/12/1965,5/14/1971,
4713,frencla01,,,1907,11,1,USA,CA,Visalia,1987,2,9,USA,CA,San Diego,Larry,French,,Lawrence Herbert,,195,73,R,L,4/18/1929,9/26/1942,
4714,frencpa01,,,1893,9,22,USA,NH,Dover,1969,7,13,USA,ME,Bath,Pat,French,,Frank Alexander,,180,73,R,R,7/2/1917,7/4/1917,
4715,frencra01,,,1895,1,9,USA,CA,Alameda,1978,4,3,USA,CA,Alameda,Ray,French,,Raymond Edward,,158,69,R,R,9/17/1920,7/10/1924,
4716,frencwa01,,,1899,7,12,USA,NJ,Moorestown,1984,5,13,USA,AR,Mountain Home,Walter,French,,Walter Edward,PiggyFitz,155,67,L,R,9/15/1923,10/6/1929,
4717,freybe01,,,1906,4,6,USA,MI,Dexter,1937,11,1,USA,MI,Spring Arbor Township,Benny,Frey,,Benjamin Rudolph,,165,70,R,R,9/18/1929,9/17/1936,
4718,,freyji99m,,1931,5,26,,,,,,,,,,Jim,Frey,,,,170,69,,,,,
4719,freylo01,,,1910,8,23,USA,MO,St. Louis,,,,,,,Lonny,Frey,,Linus Reinhard,Junior,160,70,L,R,8/29/1933,9/28/1948,
4720,freyst01,,,1963,7,29,USA,PA,Meadowbrook,,,,,,,Steve,Frey,,Steven Francis,,170,69,R,L,5/10/1989,8/2/1996,Bucks County CC
4721,friasha01,,,1973,12,5,D.R.,,Villa Altagracia,,,,,,,Hanley,Frias,,Hanley (Acevedo),,160,72,B,R,6/21/1997,,
4722,friaspe01,,,1948,7,14,D.R.,,San Pedro de Macoris,,,,,,,Pepe,Frias,,Jesus Maria (Andujar),,159,70,R,R,4/6/1973,8/26/1981,
4723,fribebe01,,,1899,8,18,USA,NH,Manchester,1958,12,8,USA,MA,Lynn,Bernie,Friberg,born Gustaf Bernhard Friberg,Bernard Albert,,178,71,R,R,8/20/1919,6/27/1933,
4724,fricama01,,,1923,7,15,USA,NY,Brant,1976,5,18,Mexico,2,Tijuana,Marion,Fricano,,Marion John,,170,72,R,R,9/6/1952,8/7/1955,
4725,,,frickfo99h,1894,12,19,USA,IN,Wawaka,1978,4,8,USA,NY,Bronxville,Ford,Frick,,Ford Christopher,,,,,,,,
4726,fridask01,,,1897,10,26,USA,NC,Gastonia,1962,8,25,USA,NC,Gastonia,Skipper,Friday,,Grier William,,170,71,R,R,6/17/1923,8/7/1923,
4727,fridlji01,,,1924,9,6,USA,WV,Philippi,2003,2,28,USA,FL,Port Charlotte,Jim,Fridley,,James Riley,Big Jim,205,74,R,R,4/15/1952,9/27/1958,
4728,friedcy01,,,1897,7,23,USA,TX,San Antonio,1970,10,10,USA,TX,San Antonio,Cy,Fried,,Arthur Edwin,,150,71,L,L,9/17/1920,9/23/1920,
4729,friedbo01,,,1906,8,30,USA,OH,Cincinnati,1997,4,15,USA,IN,Jasper,Bob,Friedrichs,,Robert George,,165,71,R,R,5/17/1932,5/21/1932,
4730,frielbi01,,,1876,4,1,USA,PA,Renovo,1959,12,24,USA,MO,St.Louis,Bill,Friel,,William Edward,,165,70,L,R,5/3/1901,9/13/1903,
4731,frielpa01,,,1860,6,11,USA,WV,Lewisburg,1924,1,15,USA,RI,Providence,Pat,Friel,,Patrick Henry,,170,71,B,,7/13/1890,4/9/1891,
4732,frienbo01,,,1930,11,24,USA,IN,Lafayette,,,,,,,Bob,Friend,,Robert Bartmess,Warrior,190,72,R,R,4/28/1951,9/24/1966,
4733,frienda01,,,1873,4,18,USA,OH,Cincinnati,1942,6,1,USA,OH,Chillicothe,Danny,Friend,,Daniel Sebastian,,175,69,,L,9/10/1895,5/8/1898,
4734,frienfr01,,,1875,7,5,USA,IN,Jeffersonville,1933,11,5,USA,IN,Jeffersonville,Lawrence,Freund,prev. Frank Friend,Lawrence Joseph Freund,,180,70,,R,8/2/1896,8/3/1896,
4735,frienow01,,,1927,3,21,USA,IL,Granite City,,,,,,,Owen,Friend,,Owen Lacey,Red,180,73,R,R,10/2/1949,9/18/1955,
4736,frierbu01,,,1917,7,29,USA,TX,Chicota,1996,6,26,USA,TX,Paris,Buck,Frierson,,Robert Lawrence,,195,75,R,R,9/9/1941,9/15/1941,
4737,friespe01,,,1857,10,30,USA,PA,Scranton,1937,7,29,USA,IL,Chicago,Pete,Fries,,Peter Martin,,160,68,L,L,8/10/1883,5/16/1884,
4738,frilljo01,,,1879,4,3,USA,PA,Reading,1918,9,28,USA,RI,Westerly,John,Frill,,John Edmond,,170,70,R,L,4/16/1910,8/21/1912,
